Date,Open,High,Low,Close,Adj Close,Volume
2020-05-18,1409.390015,1416.939941,1405.650024,1410.160034,1410.160034,100010700
2020-05-19,1419.770020,1428.119995,1418.760010,1423.969971,1423.969971,171866300
2020-05-20,1429.260010,1435.119995,1420.180054,1435.119995,1435.119995,101428000
2020-05-21,1437.489990,1455.130005,1437.130005,1452.109985,1452.109985,168060000
2020-05-22,1451.369995,1451.439941,1435.229980,1436.760010,1436.760010,144048200
2020-05-27,1446.910034,1458.239990,1446.420044,1451.729980,1451.729980,189841100
2020-05-28,1453.530029,1458.729980,1449.250000,1457.500000,1457.500000,189529500
2020-05-29,1450.540039,1473.770020,1448.839966,1473.250000,1473.250000,595843500
2020-06-02,1484.510010,1509.739990,1480.170044,1507.689941,1507.689941,225473000
2020-06-03,1515.680054,1542.010010,1492.339966,1538.530029,1538.530029,292940300
2020-06-04,1541.689941,1561.839966,1541.500000,1561.839966,1561.839966,261501300
2020-06-05,1561.170044,1564.130005,1547.569946,1556.329956,1556.329956,189450200
2020-06-09,1572.800049,1590.829956,1567.969971,1575.160034,1575.160034,290834700
2020-06-10,1576.260010,1578.099976,1570.449951,1575.270020,1575.270020,165205700
2020-06-11,1577.650024,1586.219971,1550.900024,1557.250000,1557.250000,212285100
2020-06-12,1512.390015,1546.020020,1509.160034,1546.020020,1546.020020,186027200
2020-06-15,1548.050049,1548.050049,1490.439941,1498.829956,1498.829956,218572900
2020-06-16,1518.920044,1528.760010,1517.469971,1517.709961,1517.709961,143663500
2020-06-17,1527.979980,1528.630005,1510.709961,1526.319946,1526.319946,154681700
2020-06-18,1524.510010,1525.689941,1503.349976,1504.910034,1504.910034,200979200
2020-06-19,1497.959961,1512.939941,1496.790039,1507.260010,1507.260010,254830200
2020-06-22,1505.949951,1511.650024,1502.640015,1511.239990,1511.239990,98222800
2020-06-23,1511.150024,1511.540039,1492.319946,1507.040039,1507.040039,109465200
2020-06-24,1507.380005,1507.380005,1496.989990,1502.630005,1502.630005,92440000
2020-06-25,1494.439941,1498.609985,1484.400024,1489.199951,1489.199951,93460100
2020-06-26,1491.969971,1495.569946,1483.050049,1488.140015,1488.140015,94462100
2020-06-29,1485.189941,1494.969971,1476.280029,1494.430054,1494.430054,104824100
2020-06-30,1493.410034,1509.119995,1492.069946,1500.969971,1500.969971,140817600
2020-07-01,1503.930054,1517.010010,1497.540039,1514.430054,1514.430054,114831700
2020-07-02,1514.780029,1536.359985,1513.209961,1536.280029,1536.280029,132430200
2020-07-03,1543.479980,1552.650024,1538.160034,1552.650024,1552.650024,85868800
2020-07-06,1553.790039,1577.819946,1553.790039,1576.900024,1576.900024,120130400
2020-07-07,1582.030029,1587.640015,1562.880005,1566.719971,1566.719971,152251200
2020-07-08,1562.079956,1584.670044,1562.079956,1583.500000,1583.500000,127417600
2020-07-09,1583.939941,1590.630005,1579.900024,1583.250000,1583.250000,164873700
2020-07-10,1578.920044,1591.839966,1574.079956,1591.839966,1591.839966,145111600
2020-07-13,1596.400024,1608.339966,1595.750000,1606.430054,1606.430054,136029500
2020-07-14,1608.280029,1617.359985,1577.329956,1598.750000,1598.750000,144740400
2020-07-15,1601.520020,1605.260010,1585.560059,1585.560059,1585.560059,133790000
2020-07-16,1583.319946,1599.530029,1572.109985,1573.479980,1573.479980,94192100
2020-07-17,1563.010010,1599.589966,1563.010010,1596.329956,1596.329956,181775800
2020-07-20,1607.349976,1609.020020,1580.390015,1589.449951,1589.449951,136294000
2020-07-21,1588.420044,1601.810059,1587.859985,1595.930054,1595.930054,147303200
2020-07-22,1594.050049,1599.569946,1586.270020,1586.979980,1586.979980,118174700
2020-07-23,1586.969971,1607.800049,1585.449951,1606.420044,1606.420044,104270000
2020-07-24,1603.300049,1605.209961,1585.109985,1589.609985,1589.609985,117983500
2020-07-27,1594.680054,1595.000000,1585.239990,1591.479980,1591.479980,89988600
2020-07-28,1594.640015,1609.939941,1593.239990,1609.939941,1609.939941,138510800
2020-07-29,1610.130005,1618.010010,1589.979980,1611.420044,1611.420044,112190000
2020-07-30,1614.020020,1614.349976,1584.949951,1603.750000,1603.750000,126475200
2020-08-03,1595.010010,1599.339966,1570.180054,1572.609985,1572.609985,148578200
2020-08-04,1578.239990,1580.869995,1549.619995,1575.939941,1575.939941,142530200
2020-08-05,1578.819946,1579.910034,1566.869995,1568.130005,1568.130005,115800000
2020-08-06,1577.469971,1588.569946,1575.400024,1588.569946,1588.569946,88750000
2020-08-07,1590.540039,1591.079956,1578.140015,1578.140015,1578.140015,78209400
2020-08-10,1579.290039,1579.290039,1558.069946,1571.660034,1571.660034,65970000
2020-08-11,1580.170044,1581.930054,1564.739990,1564.739990,1564.739990,80677300
2020-08-12,1558.819946,1564.380005,1539.609985,1556.640015,1556.640015,147372000
2020-08-13,1564.130005,1576.420044,1561.170044,1576.420044,1576.420044,103047400
2020-08-14,1578.790039,1579.630005,1561.180054,1564.589966,1564.589966,113661000
2020-08-17,1561.939941,1567.550049,1543.040039,1560.739990,1560.739990,102190000
2020-08-18,1559.640015,1577.849976,1557.250000,1577.849976,1577.849976,122344500
2020-08-19,1576.380005,1584.359985,1570.699951,1575.380005,1575.380005,108285500
2020-08-21,1574.790039,1579.010010,1568.979980,1577.119995,1577.119995,194313500
2020-08-24,1578.550049,1581.270020,1567.099976,1568.579956,1568.579956,119426200
2020-08-25,1563.349976,1569.579956,1552.920044,1554.959961,1554.959961,125072300
2020-08-26,1554.750000,1558.949951,1538.260010,1549.579956,1549.579956,129083600
2020-08-27,1548.209961,1554.780029,1544.119995,1554.780029,1554.780029,132430100
2020-08-28,1555.050049,1558.290039,1525.209961,1525.209961,1525.209961,265628700
2020-09-01,1541.550049,1541.989990,1520.199951,1521.430054,1521.430054,215671500
2020-09-02,1525.119995,1537.540039,1523.689941,1537.540039,1537.540039,146423000
2020-09-03,1540.640015,1544.180054,1507.579956,1515.400024,1515.400024,227392200
2020-09-04,1504.619995,1519.280029,1498.719971,1515.859985,1515.859985,123115500
2020-09-07,1514.630005,1520.890015,1507.569946,1516.380005,1516.380005,94876900
2020-09-08,1518.500000,1519.319946,1494.189941,1519.319946,1519.319946,177379900
2020-09-09,1505.739990,1505.739990,1490.530029,1496.719971,1496.719971,233845100
2020-09-10,1502.219971,1504.030029,1474.229980,1490.119995,1490.119995,280828000
2020-09-11,1486.229980,1505.890015,1477.469971,1504.849976,1504.849976,323100600
2020-09-14,1513.430054,1515.660034,1506.410034,1511.359985,1511.359985,247327400
2020-09-15,1510.359985,1532.040039,1503.189941,1531.280029,1531.280029,182127100
2020-09-17,1541.140015,1541.140015,1508.010010,1513.069946,1513.069946,314591800
2020-09-18,1511.780029,1524.069946,1503.430054,1506.630005,1506.630005,284135400
2020-09-21,1510.420044,1511.770020,1496.969971,1499.430054,1499.430054,156236400
2020-09-22,1495.280029,1511.900024,1494.930054,1505.780029,1505.780029,135822100
2020-09-23,1507.290039,1509.150024,1491.170044,1496.479980,1496.479980,145529900
2020-09-24,1494.719971,1506.599976,1492.979980,1500.800049,1500.800049,209154000
2020-09-25,1507.949951,1516.000000,1505.050049,1509.140015,1509.140015,161816600
2020-09-28,1510.260010,1519.050049,1507.349976,1511.660034,1511.660034,126847900
2020-09-29,1512.750000,1517.329956,1503.900024,1503.900024,1503.900024,171248200
2020-09-30,1505.770020,1512.949951,1497.780029,1504.819946,1504.819946,110856400
2020-10-01,1501.579956,1503.859985,1491.130005,1496.770020,1496.770020,84881100
2020-10-02,1494.839966,1501.849976,1489.660034,1500.300049,1500.300049,122647500
2020-10-05,1501.079956,1513.369995,1498.810059,1512.430054,1512.430054,147917700
2020-10-06,1515.699951,1522.319946,1508.180054,1509.469971,1509.469971,114933600
2020-10-07,1509.239990,1510.349976,1489.560059,1489.560059,1489.560059,136587800
2020-10-08,1495.520020,1519.430054,1495.280029,1519.430054,1519.430054,89887800
2020-10-09,1516.939941,1532.530029,1512.739990,1530.349976,1530.349976,87613900
2020-10-12,1525.920044,1526.020020,1512.739990,1518.430054,1518.430054,111076300
2020-10-13,1514.180054,1527.040039,1512.459961,1525.199951,1525.199951,134541300
2020-10-14,1523.569946,1524.229980,1516.099976,1523.250000,1523.250000,217994300
2020-10-15,1521.439941,1524.030029,1512.959961,1513.949951,1513.949951,134270100
2020-10-16,1519.329956,1520.310059,1503.839966,1503.839966,1503.839966,152911800
2020-10-19,1507.209961,1521.910034,1505.920044,1518.109985,1518.109985,132510200
2020-10-20,1518.500000,1520.969971,1510.689941,1510.969971,1510.969971,130512500
2020-10-21,1512.040039,1513.199951,1492.189941,1492.400024,1492.400024,183844000
2020-10-22,1492.949951,1500.050049,1485.770020,1498.800049,1498.800049,163496000
2020-10-23,1499.760010,1502.670044,1489.829956,1494.640015,1494.640015,130007200
2020-10-26,1495.560059,1497.540039,1482.150024,1494.609985,1494.609985,102464600
2020-10-27,1492.109985,1504.550049,1489.979980,1500.349976,1500.349976,140621900
2020-10-28,1505.479980,1505.640015,1492.109985,1495.199951,1495.199951,105403500
2020-10-30,1494.310059,1494.869995,1461.050049,1466.890015,1466.890015,165737400
2020-11-02,1465.469971,1468.089966,1452.130005,1466.459961,1466.459961,114250300
2020-11-03,1469.109985,1470.689941,1460.599976,1461.449951,1461.449951,92265300
2020-11-04,1464.489990,1473.530029,1462.369995,1464.609985,1464.609985,88912900
2020-11-05,1468.859985,1501.489990,1467.839966,1501.489990,1501.489990,128922500
2020-11-06,1500.800049,1519.640015,1497.319946,1519.640015,1519.640015,139420600
2020-11-09,1521.630005,1533.050049,1513.209961,1524.319946,1524.319946,109245000
2020-11-10,1521.949951,1575.069946,1516.540039,1575.069946,1575.069946,592756400
2020-11-11,1572.689941,1572.689941,1550.439941,1570.079956,1570.079956,242168200
2020-11-12,1565.989990,1592.280029,1558.709961,1590.780029,1590.780029,283572200
2020-11-13,1588.380005,1592.189941,1572.000000,1589.689941,1589.689941,178410200
2020-11-16,1593.349976,1602.229980,1587.060059,1599.660034,1599.660034,328920300
2020-11-17,1599.619995,1613.339966,1593.020020,1610.150024,1610.150024,467715300
2020-11-18,1611.079956,1611.579956,1595.089966,1604.750000,1604.750000,237706200
2020-11-19,1595.790039,1596.550049,1583.680054,1583.680054,1583.680054,174677700
2020-11-20,1584.989990,1599.489990,1579.489990,1593.750000,1593.750000,192318500
2020-11-23,1593.260010,1600.579956,1592.709961,1597.479980,1597.479980,139314000
2020-11-24,1588.530029,1599.979980,1578.390015,1578.390015,1578.390015,186434400
2020-11-25,1582.310059,1600.199951,1582.310059,1597.579956,1597.579956,196393300
2020-11-26,1597.689941,1612.780029,1590.650024,1612.109985,1612.109985,184343200
2020-11-27,1615.199951,1618.680054,1605.680054,1607.589966,1607.589966,204625000
2020-11-30,1606.770020,1614.770020,1562.709961,1562.709961,1562.709961,415540700
2020-12-01,1580.170044,1604.569946,1580.170044,1602.260010,1602.260010,218992400
2020-12-02,1604.489990,1605.599976,1592.930054,1598.719971,1598.719971,221580800
2020-12-03,1601.130005,1628.260010,1599.359985,1628.260010,1628.260010,181778200
2020-12-04,1627.910034,1628.819946,1618.540039,1621.849976,1621.849976,156357300
2020-12-07,1624.069946,1627.589966,1618.979980,1622.890015,1622.890015,155252700
2020-12-08,1625.439941,1631.719971,1624.949951,1631.699951,1631.699951,202623800
2020-12-09,1640.989990,1654.150024,1638.770020,1646.530029,1646.530029,246630400
2020-12-10,1651.670044,1658.069946,1647.650024,1654.390015,1654.390015,173122000
2020-12-11,1660.760010,1689.770020,1660.489990,1684.579956,1684.579956,295540900
2020-12-14,1682.459961,1695.959961,1662.449951,1662.739990,1662.739990,361491200
2020-12-15,1661.540039,1679.099976,1655.880005,1674.020020,1674.020020,226532100
2020-12-16,1694.329956,1695.869995,1679.390015,1681.410034,1681.410034,191726100
2020-12-17,1684.270020,1684.300049,1669.689941,1674.349976,1674.349976,149955400
2020-12-18,1676.839966,1678.109985,1644.800049,1652.489990,1652.489990,217881000
2020-12-21,1651.859985,1657.819946,1641.920044,1647.890015,1647.890015,120517100
2020-12-22,1646.800049,1647.359985,1625.390015,1631.920044,1631.920044,170479700
2020-12-23,1631.550049,1652.589966,1627.530029,1647.500000,1647.500000,115592000
2020-12-24,1649.079956,1649.709961,1636.979980,1641.170044,1641.170044,70670800
2020-12-28,1642.229980,1655.959961,1639.920044,1643.900024,1643.900024,97323000
2020-12-29,1644.369995,1645.760010,1630.829956,1634.989990,1634.989990,132040100
2020-12-30,1635.599976,1645.310059,1631.770020,1644.410034,1644.410034,122722900
2020-12-31,1644.260010,1644.260010,1627.209961,1627.209961,1627.209961,122930600
2021-01-04,1629.010010,1629.170044,1593.119995,1602.569946,1602.569946,519385300
2021-01-05,1603.069946,1608.349976,1589.810059,1608.349976,1608.349976,214185500
2021-01-06,1610.780029,1610.780029,1586.250000,1591.969971,1591.969971,177008600
2021-01-07,1589.530029,1602.949951,1572.619995,1602.949951,1602.949951,344222000
2021-01-08,1601.949951,1633.189941,1595.119995,1633.189941,1633.189941,419320700
2021-01-11,1627.219971,1627.219971,1607.530029,1617.250000,1617.250000,312214300
2021-01-12,1615.839966,1621.099976,1590.709961,1612.040039,1612.040039,294833700
2021-01-13,1617.680054,1637.310059,1617.680054,1636.689941,1636.689941,215713300
2021-01-14,1638.000000,1646.239990,1632.199951,1635.709961,1635.709961,211876200
2021-01-15,1637.270020,1637.880005,1626.250000,1627.010010,1627.010010,135442000
2021-01-18,1625.349976,1625.349976,1608.640015,1609.520020,1609.520020,108538700
2021-01-19,1611.060059,1618.410034,1601.880005,1601.880005,1601.880005,137672400
2021-01-20,1606.550049,1616.839966,1601.540039,1601.540039,1601.540039,163315800
2021-01-21,1608.430054,1615.219971,1594.310059,1594.800049,1594.800049,147155800
2021-01-22,1596.060059,1605.699951,1595.020020,1596.739990,1596.739990,218347800
2021-01-25,1600.540039,1601.540039,1575.880005,1576.619995,1576.619995,273030500
2021-01-26,1590.589966,1609.189941,1575.310059,1575.310059,1575.310059,342432600
2021-01-27,1585.060059,1593.079956,1580.369995,1580.619995,1580.619995,247946400
2021-01-29,1597.160034,1597.520020,1560.540039,1566.400024,1566.400024,478916100
2021-02-02,1575.030029,1585.180054,1571.300049,1580.489990,1580.489990,315294100
2021-02-03,1584.020020,1597.930054,1582.540039,1582.989990,1582.989990,278473600
2021-02-04,1582.099976,1586.550049,1576.329956,1584.900024,1584.900024,187635200
2021-02-05,1587.699951,1590.469971,1574.689941,1578.630005,1578.630005,137659000
2021-02-08,1580.439941,1586.060059,1572.770020,1573.329956,1573.329956,184060700
2021-02-09,1574.670044,1588.959961,1574.229980,1586.130005,1586.130005,196502000
2021-02-10,1586.939941,1596.849976,1586.869995,1596.849976,1596.849976,165986600
2021-02-11,1602.189941,1602.500000,1594.520020,1599.420044,1599.420044,69045700
2021-02-15,1607.000000,1614.920044,1607.000000,1608.069946,1608.069946,114171800
2021-02-16,1612.040039,1613.010010,1605.400024,1606.140015,1606.140015,198115800
2021-02-17,1609.510010,1609.510010,1593.800049,1595.290039,1595.290039,194961500
2021-02-18,1599.310059,1599.310059,1575.839966,1575.839966,1575.839966,192950300
2021-02-19,1580.180054,1584.930054,1573.839966,1584.930054,1584.930054,186226900
2021-02-22,1587.510010,1587.510010,1570.459961,1570.459961,1570.459961,179953300
2021-02-23,1573.670044,1580.680054,1565.050049,1565.050049,1565.050049,235770800
2021-02-24,1571.010010,1581.550049,1557.550049,1557.550049,1557.550049,414859700
2021-02-25,1566.900024,1587.109985,1565.770020,1581.540039,1581.540039,349181300
2021-02-26,1580.969971,1586.229980,1563.560059,1577.750000,1577.750000,399365000
2021-03-01,1578.699951,1584.459961,1563.180054,1567.140015,1567.140015,291083800
2021-03-02,1572.030029,1583.430054,1568.670044,1569.869995,1569.869995,311452100
2021-03-03,1576.900024,1588.449951,1568.650024,1588.449951,1588.449951,321230300
2021-03-04,1588.890015,1590.459961,1577.390015,1581.260010,1581.260010,246614300
2021-03-05,1582.680054,1600.119995,1579.739990,1600.119995,1600.119995,232875700
2021-03-08,1607.479980,1625.689941,1607.479980,1611.810059,1611.810059,257561700
2021-03-09,1615.989990,1625.219971,1612.290039,1624.780029,1624.780029,218665000
2021-03-10,1629.030029,1642.199951,1628.819946,1639.829956,1639.829956,229133700
2021-03-11,1636.729980,1636.729980,1626.229980,1629.410034,1629.410034,185399900
2021-03-12,1630.589966,1632.010010,1615.689941,1615.689941,1615.689941,166695300
2021-03-15,1619.619995,1624.739990,1619.209961,1620.920044,1620.920044,151420400
2021-03-16,1623.800049,1625.520020,1617.920044,1623.959961,1623.959961,154718200
2021-03-17,1625.609985,1625.670044,1616.910034,1624.969971,1624.969971,201888500
2021-03-18,1626.180054,1635.150024,1626.180054,1627.989990,1627.989990,174422500
2021-03-19,1631.040039,1631.040039,1615.160034,1626.189941,1626.189941,323782900
2021-03-22,1628.469971,1628.469971,1616.729980,1616.729980,1616.729980,153698000
2021-03-23,1616.780029,1616.780029,1595.290039,1595.290039,1595.290039,164102600
2021-03-24,1591.660034,1602.770020,1585.439941,1602.400024,1602.400024,124110000
2021-03-25,1607.859985,1608.050049,1594.329956,1597.729980,1597.729980,110480800
2021-03-26,1598.739990,1603.010010,1593.239990,1601.420044,1601.420044,98128000
2021-03-29,1603.589966,1611.280029,1597.829956,1611.280029,1611.280029,118893300
2021-03-30,1606.150024,1610.609985,1601.079956,1609.189941,1609.189941,195281600
2021-03-31,1608.959961,1608.959961,1564.060059,1573.510010,1573.510010,282957300
2021-04-01,1579.969971,1586.260010,1576.329956,1582.640015,1582.640015,129797600
2021-04-02,1586.510010,1588.719971,1582.650024,1585.349976,1585.349976,71636100
2021-04-05,1584.890015,1590.670044,1582.199951,1584.239990,1584.239990,62205300
2021-04-06,1588.270020,1589.060059,1575.180054,1578.910034,1578.910034,110036800
2021-04-07,1584.380005,1600.589966,1580.900024,1600.589966,1600.589966,135168300
2021-04-08,1599.810059,1609.390015,1596.640015,1602.400024,1602.400024,270051300
2021-04-09,1614.949951,1615.489990,1605.369995,1612.250000,1612.250000,286765100
2021-04-12,1613.959961,1613.959961,1603.319946,1608.420044,1608.420044,148809600
2021-04-13,1608.709961,1608.790039,1594.890015,1597.709961,1597.709961,118420400
2021-04-14,1600.189941,1601.369995,1592.869995,1598.280029,1598.280029,102835400
2021-04-15,1599.810059,1608.250000,1597.780029,1608.250000,1608.250000,271930500
2021-04-16,1607.439941,1609.760010,1600.300049,1608.380005,1608.380005,247719600
2021-04-19,1608.109985,1608.619995,1596.050049,1600.290039,1600.290039,184998100
2021-04-20,1600.430054,1607.569946,1591.829956,1607.569946,1607.569946,146388800
2021-04-21,1604.869995,1605.729980,1596.579956,1596.579956,1596.579956,141522500
2021-04-22,1599.890015,1609.099976,1598.189941,1607.729980,1607.729980,176049300
2021-04-23,1607.280029,1610.810059,1605.439941,1608.430054,1608.430054,153568100
2021-04-26,1610.739990,1623.469971,1609.439941,1623.469971,1623.469971,214928700
2021-04-27,1623.209961,1623.250000,1603.819946,1606.680054,1606.680054,191167600
2021-04-28,1606.520020,1608.500000,1597.790039,1608.500000,1608.500000,140500200
2021-04-30,1615.209961,1615.599976,1600.050049,1601.650024,1601.650024,218697900
2021-05-03,1602.089966,1602.089966,1588.890015,1590.729980,1590.729980,130410800
2021-05-04,1591.670044,1597.420044,1587.869995,1588.250000,1588.250000,121073200
2021-05-05,1591.979980,1592.180054,1575.380005,1575.670044,1575.670044,129302100
2021-05-06,1572.089966,1578.329956,1556.000000,1578.329956,1578.329956,249623100
2021-05-07,1578.670044,1590.040039,1573.400024,1587.449951,1587.449951,135461200
2021-05-10,1587.479980,1591.520020,1580.000000,1583.920044,1583.920044,120560600
2021-05-11,1579.310059,1581.260010,1571.959961,1577.640015,1577.640015,113321700
2021-05-12,1576.290039,1583.130005,1572.989990,1582.520020,1582.520020,125837600
2021-05-17,1583.459961,1583.459961,1583.459961,1583.459961,1583.459961,0
2021-05-18,1583.250000,1591.319946,1580.250000,1591.319946,1591.319946,133726000
2021-05-19,1591.219971,1591.319946,1574.280029,1580.520020,1580.520020,183977300
2021-05-20,1577.849976,1585.319946,1570.319946,1575.319946,1575.319946,185675800
2021-05-21,1569.430054,1574.699951,1552.069946,1562.170044,1562.170044,174750200
2021-05-24,1563.780029,1576.959961,1563.569946,1571.819946,1571.819946,143036100
2021-05-25,1569.000000,1577.819946,1567.369995,1577.819946,1577.819946,166737100
2021-05-27,1593.900024,1593.900024,1593.900024,1593.900024,1593.900024,0
2021-05-28,1585.170044,1594.619995,1580.780029,1594.439941,1594.439941,171210500
2021-05-31,1571.040039,1585.969971,1568.469971,1583.550049,1583.550049,110858000
2021-06-01,1585.739990,1588.300049,1580.099976,1585.900024,1585.900024,123977600
2021-06-02,1585.469971,1598.609985,1585.469971,1597.939941,1597.939941,150289300
2021-06-03,1599.079956,1599.719971,1586.609985,1590.569946,1590.569946,125694200
2021-06-04,1590.300049,1590.310059,1573.339966,1578.449951,1578.449951,151652300
2021-06-08,1581.439941,1591.550049,1577.180054,1587.959961,1587.959961,189900000
2021-06-09,1589.510010,1590.770020,1581.479980,1581.479980,1581.479980,156299700
2021-06-10,1583.349976,1586.280029,1579.900024,1579.900024,1579.900024,116791600
2021-06-11,1583.270020,1584.089966,1571.579956,1575.160034,1575.160034,118198800
